Date,Source,Message,msg_len,token_count,cluster,source_weight,source_id
2025-02-26 19:33:37,degenpump_crypto_pump_signals,alch pump result st target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,182,33,4,1.5534221890825488e-05,57
2025-03-21 16:52:39,degenpump_crypto_pump_signals,apt pump result st target achieved in just hours minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,187,34,4,1.5534221890825488e-05,57
2025-03-22 14:17:48,degenpump_crypto_pump_signals,rats pump result nd target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,182,33,4,1.5534221890825488e-05,57
2025-03-08 09:39:47,degenpump_crypto_pump_signals,alch pump result st target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,182,33,4,1.5534221890825488e-05,57
2025-03-19 16:05:19,degenpump_crypto_pump_signals,hmstr pump result nd target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,183,33,4,1.5534221890825488e-05,57
2025-03-21 14:58:47,degenpump_crypto_pump_signals,cake pump result st target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,182,33,4,1.5534221890825488e-05,57
2025-04-20 23:16:40,degenpump_crypto_pump_signals,plume pump result rd target achieved in just hours minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,189,34,4,1.5534221890825488e-05,57
2025-03-05 20:32:28,degenpump_crypto_pump_signals,near pump result nd target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,182,33,4,1.5534221890825488e-05,57
2025-03-24 12:50:29,degenpump_crypto_pump_signals,banana pump result nd target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,184,33,4,1.5534221890825488e-05,57
2025-04-01 11:19:02,degenpump_crypto_pump_signals,hmstr pump result nd target achieved in just days hours minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,194,35,4,1.5534221890825488e-05,57
2025-03-21 04:05:40,degenpump_crypto_pump_signals,xrp pump result st target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,181,33,4,1.5534221890825488e-05,57
2025-03-21 04:38:02,degenpump_crypto_pump_signals,fartcoin pump result st target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,186,33,4,1.5534221890825488e-05,57
2025-04-21 11:01:20,degenpump_crypto_pump_signals,celo pump result rd target achieved in just hours minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,188,34,4,1.5534221890825488e-05,57
2025-04-29 13:29:49,degenpump_crypto_pump_signals,prompt pump result st target achieved in just hours minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,190,34,4,1.5534221890825488e-05,57
2025-05-04 02:16:39,degenpump_crypto_pump_signals,ens pump result st target achieved in just minutes huge quick profit join now in order to get your next profit contact for vip premium the chart join now and get bonus,167,32,4,1.5534221890825488e-05,57
2025-03-06 04:41:48,degenpump_crypto_pump_signals,polyx pump result st target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,183,33,4,1.5534221890825488e-05,57
2025-04-27 12:53:09,degenpump_crypto_pump_signals,ada pump result st target achieved in just hours minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,187,34,4,1.5534221890825488e-05,57
2025-05-01 20:13:09,degenpump_crypto_pump_signals,zeta pump result nd target achieved in just hours minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,188,34,4,1.5534221890825488e-05,57
2025-03-26 10:21:04,degenpump_crypto_pump_signals,vic pump result st target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,181,33,4,1.5534221890825488e-05,57
2025-04-22 12:57:46,degenpump_crypto_pump_signals,rpl pump result rd target achieved in just hours minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,187,34,4,1.5534221890825488e-05,57
2025-04-12 19:20:32,degenpump_crypto_pump_signals,ark pump result st target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,181,33,4,1.5534221890825488e-05,57
2025-04-27 16:21:51,degenpump_crypto_pump_signals,br pump result nd target achieved in just hours minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,186,34,4,1.5534221890825488e-05,57
2025-03-31 23:02:33,degenpump_crypto_pump_signals,safe pump result st target achieved in just minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,182,33,4,1.5534221890825488e-05,57
2025-04-24 10:47:23,degenpump_crypto_pump_signals,mina pump result rd target achieved in just hours minutes huge quick profit join now in order to get your next profit contact degeninvestor for vip premium the chart join now and get bonus,188,34,4,1.5534221890825488e-05,57
